udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,temp_diff_k,power_kw,wear_rate
1225,L48404,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0,11.199999999999989,4.74440837696335,0.07884288140734946
1226,H30639,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0,11.199999999999989,6.483560209424084,0.09450402138438067
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,11.299999999999955,6.621989528795812,0.09811827950395276
1228,L48407,L,297.1,308.4,1422,42.1,148,0,0,0,0,0,0,11.299999999999955,6.268712041884817,0.10407876223341858
1229,M16088,M,297.1,308.4,1583,38.2,150,0,0,0,0,0,0,11.299999999999955,6.332000000000001,0.09475679084348906
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0,11.299999999999955,7.305130890052356,0.11733128825358029
1231,M16090,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0,11.299999999999955,4.626178010471204,0.08244680846678361
1232,M16091,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,11.300000000000011,6.835895287958116,0.09850374058696773
1233,L48412,L,297.2,308.6,1500,37.1,161,0,0,0,0,0,0,11.400000000000034,5.827225130890052,0.10733333326177777
1234,M16093,M,297.2,308.5,1364,55.6,163,0,0,0,0,0,0,11.300000000000011,7.941193717277488,0.11950146618804877
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,11.300000000000011,3.5769633507853404,0.06803278685736361
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,11.299999999999955,5.4382827225130885,0.10338573149734841
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,11.299999999999955,6.631350785340314,0.12950699033884694
1238,M16097,M,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,11.299999999999955,5.866450261780105,0.12050599193042211
1239,M16098,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0,11.299999999999955,5.512984293193718,0.11393188847434557
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,11.300000000000011,6.098701570680628,0.1261808366220102
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,11.400000000000034,5.361968586387435,0.1173594131311984
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,11.399999999999977,5.49951832460733,0.11967921029014236
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,11.299999999999955,6.825047120418848,0.13419618519468923
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,11.299999999999955,8.007204188481676,0.13896648034988374
1245,L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0,11.299999999999955,5.132816753926701,0.1170336036401891
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,11.299999999999955,5.553842931937172,0.12846347598963256
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,11.300000000000011,5.7638638743455495,0.12522686017832615
1248,L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,11.300000000000011,6.7966178010471205,0.14011896884327893
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,11.400000000000034,6.2678324607329845,0.1437206177678169
1250,L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0,11.399999999999977,5.652942408376963,0.14723926370331336
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,11.399999999999977,5.85538219895288,0.14073595859216528
1252,M16111,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0,11.400000000000034,6.930188481675393,0.16188373792355867
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0,11.300000000000011,6.661727748691099,0.14546640564548832
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,11.300000000000011,7.854,0.0
1255,H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0,11.300000000000011,7.397068062827225,0.0013986013976233556
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,11.399999999999977,7.533329842931938,0.004933051441202923
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,11.399999999999977,6.059633507853404,0.007817589571454338
1258,L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0,11.399999999999977,6.600837696335079,0.010231923594657622
1259,L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0,11.399999999999977,7.530973821989529,0.011913104406507984
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,11.399999999999977,6.500523560209424,0.014843749988403319
1261,L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0,11.399999999999977,5.4079999999999995,0.014397905749739589
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,11.399999999999977,4.974031413612566,0.012732095483961751
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,11.399999999999977,5.694659685863875,0.017597087367962932
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,11.399999999999977,8.341361256544502,0.024285714268367346
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,11.5,3.6874450261780103,0.01604993311812308
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,11.5,5.82414659685864,0.025032092410120606
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,11.600000000000023,5.95061780104712,0.025107164712120534
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,11.5,6.2770994764397905,0.027759845043408747
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,11.5,7.174534031413613,0.030748663081050356
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,11.399999999999977,6.421005235602094,0.03271983637851408
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,11.399999999999977,8.805068062827226,0.03918495294734721
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,11.399999999999977,6.318848167539267,0.03557046977478492
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,11.399999999999977,6.231643979057592,0.03713188217853272
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,11.299999999999955,7.050827225130891,0.04509663561553569
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,11.399999999999977,6.44041884816754,0.042483660102951855
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,11.299999999999955,6.788607329842932,0.05139500730440895
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,11.199999999999989,6.0983455497382195,0.04311872413283005
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,11.199999999999989,6.855706806282723,0.053977272688936595
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,11.199999999999989,7.743895287958114,0.05650929895814785
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,11.300000000000011,6.428596858638743,0.05290659696087093
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,11.199999999999989,5.908806282722513,0.05522682442128413
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,11.199999999999989,8.1137277486911,0.06236860542230651
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,11.099999999999966,5.844041884816755,0.060802069818368644
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,11.099999999999966,6.446324607329843,0.07079646012478137
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,11.100000000000023,3.4493089005235604,0.04551788200393968
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,11.100000000000023,6.514806282722513,0.06702412864140474
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,11.100000000000023,6.6758743455497385,0.06510745887161348
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,11.100000000000023,6.166335078534032,0.07399577161804385
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,11.100000000000023,7.272900523560209,0.07425399023299514
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,11.099999999999966,5.512774869109949,0.0672782874206249
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,11.099999999999966,6.853214659685864,0.07907627706152814
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,11.099999999999966,4.981151832460733,0.06865671637692136
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,11.0,4.655329842931938,0.06316916484841051
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,11.100000000000023,5.532858638743455,0.07648546139286633
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,11.099999999999966,6.270764397905759,0.08479138621481064
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,11.100000000000023,7.97158115183246,0.09129814544129947
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,11.199999999999989,5.78807329842932,0.0801974089573119
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,11.099999999999966,6.340020942408377,0.09243697472518418
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,11.100000000000023,7.537675392670157,0.09977661943426908
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,11.199999999999989,6.137340314136126,0.09396433464062802
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,11.100000000000023,7.890471204188482,0.10590015120582438
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,11.199999999999989,5.09344502617801,0.09575185428472564
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,11.199999999999989,7.201937172774869,0.09568106305934812
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,11.199999999999989,7.089267015706806,0.09165097294937163
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,11.199999999999989,4.305842931937173,0.07054337460889258
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,11.199999999999989,5.322387434554973,0.08971291860663103
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,11.199999999999989,6.446261780104711,0.10221923328700791
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,11.199999999999989,6.273120418848168,0.10822206598157268
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,11.200000000000045,4.5811518324607325,0.08914285709191837
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,11.300000000000011,5.386324607329843,0.09552599752386577
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,11.300000000000011,7.874303664921467,0.10680907870039447
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,11.200000000000045,5.0185759162303665,0.10207939502074391
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,11.200000000000045,6.570659685863875,0.11133740657750345
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,11.300000000000011,8.097078534031413,0.12214863861504882
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,11.300000000000011,5.906544502617801,0.1027522935151362
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,11.300000000000011,7.162303664921466,0.11249999992598683
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,11.300000000000011,5.791298429319371,0.11479761107179985
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,11.300000000000011,6.923183246073298,0.12254901952202449
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,11.300000000000011,5.516293193717277,0.11188369145898629
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,11.300000000000011,4.928544502617801,0.09331259715224852
1321,M16180,M,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,11.300000000000011,6.143874345549738,0.11818181810507673
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,11.300000000000011,7.558743455497382,0.1358296621616522
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,11.200000000000045,7.586890052356021,0.1287878786991819
1324,L48503,L,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,11.200000000000045,7.36792670157068,0.14107274052823457
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,11.300000000000011,9.696701570680629,0.15607401435553175
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,11.300000000000011,6.038282722513089,0.1257179322745897
1327,L48506,L,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,11.300000000000011,6.870314136125654,0.14316087870789448
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,11.399999999999977,5.090596858638744,0.1124586548442896
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,11.300000000000011,5.184,0.11983711453179922
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,11.399999999999977,5.293738219895288,0.1256764881986311
1331,L48510,L,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,11.300000000000011,5.363267015706806,0.12617924520862073
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,11.300000000000011,4.969926701570681,0.12196499146134104
1333,L48512,L,299.0,310.3,1868,24.0,221,0,0,0,0,0,0,11.300000000000011,4.694450261780105,0.11830835111439596
1334,M16193,M,299.0,310.3,1558,35.4,223,0,0,0,0,0,0,11.300000000000011,5.775204188481675,0.14313222070402296
1335,L48514,L,299.0,310.4,1365,49.1,226,1,0,0,0,1,0,11.399999999999977,7.017958115183246,0.16556776544647048
1336,L48515,L,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,11.399999999999977,7.723539267015707,0.16630196924412693
1337,L48516,L,298.9,310.3,1583,32.6,230,0,0,0,0,0,0,11.400000000000034,5.4037486910994765,0.14529374596001657
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,11.5,6.08041884816754,0.0
1339,L48518,L,298.6,310.1,1721,27.2,5,0,0,0,0,0,0,11.5,4.901696335078534,0.0029052876217865848
1340,M16199,M,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,11.599999999999966,5.501780104712042,0.004196642683335346
1341,L48520,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,11.599999999999966,5.963842931937172,0.006373486292942329
1342,M16201,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,11.599999999999966,7.022408376963351,0.009036144571508926
1343,M16202,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,11.5,5.514973821989529,0.00939849623471272
1344,L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,11.699999999999989,5.73876439790576,0.010739856795501278
1345,L48524,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,11.600000000000023,5.474356020942408,0.011055831945242768
1346,L48525,L,298.5,310.0,1804,26.1,22,0,0,0,0,0,0,11.5,4.930303664921466,0.012195121944459465
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,11.5,5.441748691099476,0.015655577289200535
1348,L48527,L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,11.5,4.908282722513089,0.015142690730842928
1349,L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,11.5,6.493874345549738,0.020542920014275184
1350,L48529,L,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,11.5,6.73840837696335,0.02139800283780456
1351,L48530,L,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,11.5,7.142408376963351,0.0222841225471559
1352,L48531,L,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,11.5,6.9782722513089,0.022295081952593387
1353,M16212,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,11.5,5.572083769633507,0.02252816018615259
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,11.5,7.2729214659685875,0.027008310230603662
1355,L48534,L,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,11.399999999999977,6.704921465968586,0.031484257847463074
1356,M16215,M,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,11.399999999999977,6.248743455497382,0.026174895879729387
1357,L48536,L,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,11.299999999999955,6.238554973821989,0.029504080333016897
1358,L48537,L,298.6,309.9,1461,45.7,49,0,0,0,0,0,0,11.299999999999955,6.99138219895288,0.03353867211941227
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,11.400000000000034,5.655151832460732,0.030124040147593595
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,11.5,7.394890052356021,0.0384615384341442
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,11.399999999999977,4.933319371727749,0.0328060925408283
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,11.5,6.396879581151832,0.041838134402031456
1363,L48542,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,11.399999999999977,6.544544502617801,0.042188529965597535
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,11.400000000000034,8.192858638743456,0.046057222577768855
1365,L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,11.5,5.427706806282723,0.04342273305017705
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,11.400000000000034,5.879162303664922,0.04176610976028275
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,11.400000000000034,8.136376963350784,0.05263157890889504
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,11.399999999999977,6.208115183246074,0.047438330140772714
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,11.5,4.8467853403141365,0.04566744728005419
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,11.600000000000023,6.435759162303665,0.05604321400672301
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,11.600000000000023,6.0774869109947645,0.05926946929064819
1372,M16231,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,11.600000000000023,6.058272251308901,0.05886287621480744
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,11.5,6.884963350785339,0.05785123963264384
1374,M16233,M,298.8,310.3,1366,59.0,94,0,0,0,0,0,0,11.5,8.439162303664922,0.06881405558651972
1375,L48554,L,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,11.5,5.984335078534031,0.062459755272079996
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,11.5,5.936,0.06479057587382815
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,11.399999999999977,4.988732984293194,0.06679764239240495
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,11.399999999999977,7.144366492146596,0.07186858311302628
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,11.399999999999977,6.840785340314136,0.073539518849801
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,11.400000000000034,5.903246073298429,0.06913580242645938
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,11.400000000000034,5.180335078534031,0.06382978719830358
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,11.399999999999977,5.917602094240839,0.07327858491896488
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,11.300000000000011,5.244596858638744,0.07199032058560778
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,11.300000000000011,6.829214659685864,0.09090909084078956
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,11.400000000000034,6.806198952879581,0.08355795142617388
1386,M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,11.300000000000011,6.059507853403142,0.07860262003830154
1387,L48566,L,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,11.300000000000011,6.052356020942408,0.0892733563396032
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,11.200000000000045,4.982230366492147,0.071859572094427
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,11.200000000000045,7.072492146596859,0.08920187787444542
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,11.300000000000011,6.870408376963351,0.09001956941290308
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,11.300000000000011,8.085151832460733,0.099361249042327
1392,L48571,L,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,11.300000000000011,2.5220523560209425,0.05188162219514738
1393,M16252,M,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,11.300000000000011,7.290094240837697,0.0963855421041596
1394,L48573,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,11.299999999999955,5.55813612565445,0.09222082804754025
1395,L48574,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,11.299999999999955,7.035392670157068,0.09757694820066996
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,11.299999999999955,6.036062827225131,0.10399449028650516
1397,L48576,L,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,11.300000000000011,6.0872879581151835,0.10316925144762693
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,11.099999999999966,6.276000000000001,0.09878903754060608
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,11.199999999999989,7.1827434554973815,0.10665760862319455
1400,L48579,L,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,11.199999999999989,6.982774869109948,0.10371819954095354
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,11.200000000000045,8.968397905759161,0.11786237180244336
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,11.300000000000011,6.04779057591623,0.10835509131308414
1403,M16262,M,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,11.200000000000045,7.809256544502617,0.13023610043394052
1404,L48583,L,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,11.199999999999989,6.895916230366492,0.12682215734196634
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,11.200000000000045,6.610785340314136,0.11318327966997858
1406,L48585,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,11.200000000000045,6.232858638743456,0.1284074604530793
1407,L48586,L,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,11.200000000000045,7.247748691099477,0.12552011086995832
1408,L48587,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,11.100000000000023,5.535413612565445,0.117007672559458
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,11.100000000000023,7.4348481675392675,0.12741046823181096
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,11.200000000000045,6.524083769633508,0.12755798081339836
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,11.200000000000045,8.183329842931938,0.12865895158021853
1412,L48591,L,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,11.200000000000045,4.76330890052356,0.09876543204796016
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,11.099999999999966,7.8825130890052355,0.137102473401341
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,11.100000000000023,5.872000000000001,0.1289267014863045
1415,M16274,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,11.100000000000023,6.921151832460733,0.12738853495070793
1416,L48595,L,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,11.199999999999989,5.587539267015707,0.12554112546348722
1417,M16276,M,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,11.199999999999989,3.9696963350785337,0.098415746472196
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,11.199999999999989,6.212408376963351,0.13497728738807444
1419,L48598,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,11.099999999999966,6.5516230366492145,0.15909090897038566
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,11.100000000000023,7.556879581151832,0.15657311657564763
1421,M16280,M,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,11.099999999999966,5.510366492146598,0.1431438126132817
1422,L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,11.100000000000023,5.291120418848168,0.13656387656603908
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,11.100000000000023,5.687434554973822,0.0
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,11.100000000000023,5.382471204188482,0.0012995451583498732
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,11.0,7.164565445026177,0.0027359781103037085
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,11.099999999999966,7.667434554973822,0.004424778757798836
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,11.0,5.876565445026179,0.004932182487711354
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,11.100000000000023,5.882534031413612,0.00789096125689314
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,11.099999999999966,5.533151832460733,0.008290816321243101
1430,M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,11.100000000000023,6.677780104712041,0.010302197795122117
1431,L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,11.100000000000023,7.113654450261779,0.013062409279345131
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,11.0,6.086450261780104,0.014245014234868222
1433,L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,11.0,6.440167539267016,0.016005567142654442
1434,L48613,L,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,11.0,6.2797905759162305,0.01834189286988856
1435,M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,11.0,7.151748691099476,0.01960784312301536
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,11.099999999999966,6.727183246073298,0.019659239829843224
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,11.0,6.98869109947644,0.02317880793166966
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,11.099999999999966,6.81076439790576,0.027797081287145874
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,11.099999999999966,6.067664921465969,0.030364372449146845
1440,M16299,M,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,11.0,5.943246073298429,0.030638852652777798
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,11.099999999999966,5.049811518324607,0.028719126922045302
1442,L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,11.099999999999966,6.297382198952879,0.034193548365036415
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,11.199999999999989,5.990680628272251,0.037012113030274484
1444,L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,11.200000000000045,6.408,0.036204744047312894
1445,L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,11.199999999999989,5.861602094240837,0.04062288419727631
1446,L48625,L,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,11.100000000000023,4.9471832460732985,0.038318912213647145
