udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,temp_diff_k,power_kw,wear_rate,air_temp_k_rolling_mean_10,air_temp_k_rolling_std_10,process_temp_k_rolling_mean_10,process_temp_k_rolling_std_10,rotational_speed_rpm_rolling_mean_10,rotational_speed_rpm_rolling_std_10,torque_nm_rolling_mean_10,torque_nm_rolling_std_10,tool_wear_min_rolling_mean_10,tool_wear_min_rolling_std_10,machine_failure_lag_1,machine_failure_lag_2,machine_failure_lag_3,machine_failure_lag_5,machine_failure_lag_10,twf_lag_1,hdf_lag_1,pwf_lag_1,osf_lag_1,rnf_lag_1,cum_machine_failures,temp_ratio,torque_per_rpm,tool_wear_bin,temp_x_speed,torque_x_wear,type_H,type_L,type_M
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,10.700000000000045,6.9483141361256555,0.0840220385096267,296.9,,307.6,,1452.0,,45.7,,122.0,,0,0,0,0,0,0,0,0,0,0,0,1.0360390703940723,0.03147382917942574,101-150,15536.400000000067,5575.400000000001,False,True,False
811,L47990,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,10.800000000000011,6.4434554973822,0.0799999999483871,296.9,,307.7,,1550.0,,39.7,,124.0,,0,0,0,0,0,0,0,0,0,0,0,1.0363758841360728,0.025612903209281997,101-150,16740.00000000002,4922.8,False,True,False
812,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,10.800000000000011,6.252230366492147,0.07934508811124365,296.8,,307.6,,1588.0,,37.6,,126.0,,0,0,0,0,0,0,0,0,0,0,0,1.0363881401617252,0.023677581849069533,101-150,17150.40000000002,4737.6,False,True,False
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,10.800000000000011,6.2206492146596855,0.09566517182685712,296.8,,307.6,,1338.0,,44.4,,128.0,,0,0,0,0,0,0,0,0,0,0,0,1.0363881401617252,0.033183856477441064,101-150,14450.400000000016,5683.2,False,True,False
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,10.800000000000011,6.33717277486911,0.08592200919635029,296.8,,307.6,,1513.0,,40.0,,130.0,,0,0,0,0,0,0,0,0,0,0,0,1.0363881401617252,0.026437541291184703,101-150,16340.400000000018,5200.0,False,True,False
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,10.699999999999989,7.065235602094241,0.08979591830626127,296.8,,307.5,,1470.0,,45.9,,132.0,,0,0,0,0,0,0,0,0,0,0,0,1.0360512129380053,0.031224489774677216,101-150,15728.999999999984,6058.8,False,False,True
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,10.699999999999989,5.825884816753927,0.08905013186738117,296.8,,307.5,,1516.0,,36.7,,135.0,,0,0,0,0,0,0,0,0,0,0,0,1.0360512129380053,0.02420844325579918,101-150,16221.199999999983,4954.5,False,False,True
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,10.800000000000011,7.252586387434555,0.09623430955632195,296.8,,307.6,,1434.0,,48.3,,138.0,,0,0,0,0,0,0,0,0,0,0,0,1.0363881401617252,0.03368200834471268,101-150,15487.200000000017,6665.4,False,True,False
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,10.800000000000011,7.448795811518325,0.10233918121174036,296.8,,307.6,,1368.0,,52.0,,140.0,,0,0,0,0,0,0,0,0,0,0,0,1.0363881401617252,0.03801169587864642,101-150,14774.400000000016,7280.0,False,True,False
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,10.800000000000011,6.6497172774869115,0.10889570543796341,296.8,,307.6,,1304.0,,48.7,,142.0,,0,0,0,0,0,0,0,0,0,0,0,1.0363881401617252,0.037346625738231116,101-150,14083.200000000015,6915.400000000001,False,True,False
820,L47999,L,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,10.800000000000011,6.836293193717278,0.1030042917718138,296.8,,307.6,,1398.0,,46.7,,144.0,,0,0,0,0,0,0,0,0,0,0,0,1.0363881401617252,0.033404864067664616,101-150,15098.400000000016,6724.8,False,True,False
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,10.900000000000034,5.937005235602094,0.09630606853805668,296.7,,307.6,,1516.0,,37.4,,146.0,,0,0,0,0,0,0,0,0,0,0,0,1.036737445230873,0.02467018468029671,101-150,16524.400000000052,5460.4,False,True,False
822,L48001,L,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,10.900000000000034,6.43620942408377,0.10040705556281745,296.7,,307.6,,1474.0,,41.7,,148.0,,0,0,0,0,0,0,0,0,0,0,0,1.036737445230873,0.028290366330874922,101-150,16066.60000000005,6171.6,False,True,False
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,10.900000000000034,5.62103664921466,0.09696186160506666,296.7,,307.6,,1547.0,,34.7,,150.0,,0,0,0,0,0,0,0,0,0,0,0,1.036737445230873,0.022430510651305424,101-150,16862.300000000054,5205.0,False,False,True
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,10.899999999999977,6.191811518324607,0.10323886632709928,296.6,,307.5,,1482.0,,39.9,,153.0,,0,0,0,0,0,0,0,0,0,0,0,1.0367498314227916,0.026923076904910203,151-200,16153.799999999967,6104.7,False,False,True
825,L48004,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,10.799999999999955,6.435685863874345,0.10863509741738502,296.6,,307.4,,1436.0,,42.8,,156.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.029805013906821016,151-200,15508.799999999934,6676.799999999999,False,True,False
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,10.699999999999989,6.173821989528796,0.10719131607381864,296.6,,307.3,,1474.0,,40.0,,158.0,,0,0,0,0,0,0,0,0,0,0,0,1.0360755225893459,0.02713704204400472,151-200,15771.799999999983,6320.0,False,True,False
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,10.699999999999989,5.924,0.10803511133826123,296.5,,307.2,,1481.0,,38.2,,160.0,,0,0,0,0,0,0,0,0,0,0,0,1.036087689713322,0.02579338283200987,151-200,15846.699999999983,6112.0,False,True,False
828,L48007,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,10.800000000000011,6.616973821989529,0.10792804789611722,296.5,,307.3,,1501.0,,42.1,,162.0,,0,0,0,0,0,0,0,0,0,0,0,1.036424957841484,0.02804796800263293,151-200,16210.800000000017,6820.2,False,True,False
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,10.800000000000011,6.100020942408378,0.10472541500336818,296.5,,307.3,,1566.0,,37.2,,164.0,,0,0,0,0,0,0,0,0,0,0,0,1.036424957841484,0.023754789256861565,151-200,16912.800000000017,6100.8,False,True,False
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,10.800000000000011,5.704240837696335,0.10512982893911979,296.5,,307.3,,1579.0,,34.5,,166.0,,0,0,0,0,0,0,0,0,0,0,0,1.036424957841484,0.021849271677106222,151-200,17053.20000000002,5727.0,False,True,False
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,10.799999999999955,5.977486910994765,0.10300429178233948,296.6,,307.4,,1631.0,,35.0,,168.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.02145922745465406,151-200,17614.799999999927,5880.0,False,True,False
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,10.799999999999955,6.838869109947644,0.11010362687169453,296.6,,307.4,,1544.0,,42.3,,170.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.02739637303925105,151-200,16675.19999999993,7190.999999999999,False,False,True
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,10.799999999999955,6.147706806282723,0.11374095982002566,296.6,,307.4,,1521.0,,38.6,,173.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.025378040745971043,151-200,16426.79999999993,6677.8,False,True,False
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,10.799999999999955,4.738010471204189,0.10829207914090835,296.6,,307.4,,1616.0,,28.0,,175.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.01732673266254534,151-200,17452.799999999927,4900.0,False,True,False
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,10.799999999999955,7.006973821989529,0.13278319569933741,296.6,,307.4,,1333.0,,50.2,,177.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.037659414825461805,151-200,14396.39999999994,8885.4,True,False,False
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,10.699999999999989,5.217015706806283,0.11872146110977073,296.7,,307.4,,1533.0,,32.5,,182.0,,0,0,0,0,0,0,0,0,0,0,0,1.0360633636670036,0.021200260912459058,151-200,16403.099999999984,5915.0,False,False,True
837,L48016,L,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,10.799999999999955,6.460397905759162,0.13523391802979975,296.6,,307.4,,1368.0,,45.1,,185.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.032967836233210646,151-200,14774.399999999938,8343.5,False,True,False
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,10.799999999999955,7.332670157068063,0.1276450511074095,296.6,,307.4,,1465.0,,47.8,,187.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.0326279863258512,151-200,15821.999999999933,8938.6,False,True,False
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,10.799999999999955,6.109842931937173,0.134423897486185,296.6,,307.4,,1406.0,,41.5,,189.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364126770060686,0.02951635844273374,151-200,15184.799999999936,7843.5,True,False,False
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,10.899999999999977,7.128534031413612,0.1239616612626443,296.5,,307.4,,1565.0,,43.5,,194.0,,0,0,0,0,0,0,0,0,0,0,0,1.0367622259696458,0.027795527138788797,151-200,17058.499999999964,8439.0,False,False,True
841,L48020,L,296.6,307.5,1582,37.9,197,0,0,0,0,0,0,10.899999999999977,6.278303664921466,0.12452591648260054,296.6,,307.5,,1582.0,,37.9,,197.0,,0,0,0,0,0,0,0,0,0,0,0,1.0367498314227916,0.02395701641974904,151-200,17243.799999999963,7466.299999999999,False,True,False
842,L48021,L,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,10.899999999999977,6.8559685863874344,0.13829047940355074,296.6,,307.5,,1439.0,,45.5,,199.0,,0,0,0,0,0,0,0,0,0,0,0,1.0367498314227916,0.031619179964128434,151-200,15685.099999999968,9054.5,False,True,False
843,M15702,M,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,10.899999999999977,5.739267015706806,0.12835249033949392,296.6,,307.5,,1566.0,,35.0,,201.0,,0,0,0,0,0,0,0,0,0,0,0,1.0367498314227916,0.0223499361287676,201-250,17069.399999999965,7035.0,False,False,True
844,L48023,L,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,10.899999999999977,6.639738219895289,0.13737373728122979,296.6,,307.5,,1485.0,,42.7,,204.0,,0,0,0,0,0,0,0,0,0,0,0,1.0367498314227916,0.02875420873484565,201-250,16186.499999999965,8710.800000000001,False,True,False
845,L48024,L,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,11.0,5.755664921465969,0.1315453383578893,296.5,,307.5,,1566.0,,35.1,,206.0,,0,0,0,0,0,0,0,0,0,0,0,1.0370994940978078,0.02241379308913551,201-250,17226.0,7230.6,False,True,False
846,L48025,L,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,11.0,6.253246073298429,0.14454482269315855,296.3,,307.3,,1439.0,,41.5,,208.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371245359433008,0.028839471835413848,201-250,15829.0,8632.0,False,True,False
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,11.0,7.4136125654450264,0.14830508464102748,296.4,,307.4,,1416.0,,50.0,,210.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371120107962213,0.035310734438339875,201-250,15576.0,10500.0,False,False,True
848,L48027,L,296.4,307.4,2833,5.6,213,1,0,0,1,0,0,11.0,1.6612356020942407,0.07518531589298083,296.4,,307.4,,2833.0,,5.6,,213.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371120107962213,0.0019767031408483224,201-250,31163.0,1192.8,False,True,False
849,L48028,L,296.3,307.4,1465,47.1,215,0,0,0,0,0,0,11.099999999999966,7.225287958115183,0.14675767908071147,296.3,,307.4,,1465.0,,47.1,,215.0,,0,0,0,0,0,0,0,0,0,0,1,1.0374620317246033,0.032150170626518655,201-250,16261.49999999995,10126.5,False,True,False
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,11.0,5.895602094240838,0.0,296.4,,307.4,,1586.0,,35.5,,0.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371120107962213,0.02238335433645438,0-50,17446.0,0.0,True,False,False
851,L48030,L,296.3,307.3,1567,31.4,5,0,0,0,0,0,0,11.0,5.152230366492146,0.0031908104638220737,296.3,,307.3,,1567.0,,31.4,,5.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371245359433008,0.02003828971280262,0-50,17237.0,157.0,False,True,False
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,11.0,7.06862827225131,0.0050395968286252,296.2,,307.2,,1389.0,,48.6,,7.0,,0,0,0,0,0,0,0,0,0,0,0,1.037137069547603,0.03498920083874067,0-50,15279.0,340.2,False,False,True
853,M15712,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,11.0,7.090680628272251,0.007309941515124311,296.3,,307.3,,1368.0,,49.5,,10.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371245359433008,0.03618421049986534,0-50,15048.0,495.0,False,False,True
854,L48033,L,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,11.0,7.409005235602094,0.009002770076867887,296.3,,307.3,,1444.0,,49.0,,13.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371245359433008,0.0339335179820405,0-50,15884.0,637.0,False,True,False
855,M15714,M,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,11.0,6.525319371727749,0.010013351128161981,296.3,,307.3,,1498.0,,41.6,,15.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371245359433008,0.027770360462102562,0-50,16478.0,624.0,False,False,True
856,L48035,L,296.1,307.2,1615,30.8,18,0,0,0,0,0,0,11.099999999999966,5.208586387434555,0.011145510829012066,296.1,,307.2,,1615.0,,30.8,,18.0,,0,0,0,0,0,0,0,0,0,0,0,1.0374873353596756,0.019071207418531758,0-50,17926.499999999945,554.4,False,True,False
857,L48036,L,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,11.0,4.5114764397905756,0.010537407792129921,296.1,,307.1,,1898.0,,22.7,,20.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371496116176968,0.01195995784406746,0-50,20878.0,454.0,False,True,False
858,M15717,M,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,11.0,7.534554973821989,0.016296296284224965,296.1,,307.1,,1350.0,,53.3,,22.0,,0,0,0,0,0,0,0,0,0,0,0,1.0371496116176968,0.039481481452235935,0-50,14850.0,1172.6,False,False,True
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,10.800000000000011,5.96875392670157,0.016490765160626142,296.2,,307.0,,1516.0,,37.6,,25.0,,0,0,0,0,0,0,0,0,0,0,0,1.036461850101283,0.02480211080158172,0-50,16372.800000000017,940.0,False,False,True
860,H30273,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,10.800000000000011,6.5555183246073305,0.018158236045292972,296.2,,307.0,,1542.0,,40.6,,28.0,,0,0,0,0,0,0,0,0,0,0,0,1.036461850101283,0.02632944226567481,0-50,16653.600000000017,1136.8,True,False,False
861,H30274,H,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,10.799999999999955,5.260376963350786,0.02141466578753104,296.1,,306.9,,1541.0,,32.6,,33.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364741641337385,0.021155094081015513,0-50,16642.79999999993,1075.8,True,False,False
862,M15721,M,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,10.799999999999955,4.760031413612566,0.019477191174025018,296.1,,306.9,,1951.0,,23.3,,38.0,,0,0,0,0,0,0,0,0,0,0,0,1.0364741641337385,0.011942593535652182,0-50,21070.799999999912,885.4,False,False,True
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,10.699999999999989,5.33979057591623,0.024924012142903334,296.1,,306.8,,1645.0,,31.0,,41.0,,0,0,0,0,0,0,0,0,0,0,0,1.0361364403917595,0.018844984790975693,0-50,17601.49999999998,1271.0,True,False,False
864,L48043,L,296.0,306.7,1416,44.2,46,0,0,0,0,0,0,10.699999999999989,6.553633507853403,0.032485875683272686,296.0,,306.7,,1416.0,,44.2,,46.0,,0,0,0,0,0,0,0,0,0,0,0,1.0361486486486486,0.031214689243492452,0-50,15151.199999999984,2033.2,False,True,False
865,M15724,M,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,10.699999999999989,4.77290052356021,0.023483365937630445,296.0,,306.7,,2044.0,,22.3,,48.0,,0,0,0,0,0,0,0,0,0,0,0,1.0361486486486486,0.010909980425190811,0-50,21870.799999999977,1070.4,False,False,True
866,L48045,L,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,10.700000000000045,7.432753926701571,0.036067892478028364,295.9,,306.6,,1414.0,,50.2,,51.0,,0,0,0,0,0,0,0,0,0,0,0,1.036160865157148,0.03550212161562792,51-100,15129.800000000065,2560.2000000000003,False,True,False
867,L48046,L,295.9,306.6,1678,26.7,53,0,0,0,0,0,0,10.700000000000045,4.691371727748691,0.03158522048177281,295.9,,306.6,,1678.0,,26.7,,53.0,,0,0,0,0,0,0,0,0,0,0,0,1.036160865157148,0.015911799752138377,51-100,17954.600000000075,1415.1,False,True,False
868,H30281,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,10.600000000000023,5.54144502617801,0.0345043914463586,295.9,,306.5,,1594.0,,33.2,,55.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358229131463332,0.020828105382165556,51-100,16896.400000000038,1826.0000000000002,True,False,False
869,M15728,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,10.699999999999989,5.976732984293194,0.0396301188641809,295.8,,306.5,,1514.0,,37.7,,60.0,,0,0,0,0,0,0,0,0,0,0,0,1.0361730899256254,0.024900924686326997,51-100,16199.799999999983,2262.0,False,False,True
870,L48049,L,295.8,306.5,1358,49.2,63,0,0,0,0,0,0,10.699999999999989,6.996188481675393,0.04639175254315776,295.8,,306.5,,1358.0,,49.2,,63.0,,0,0,0,0,0,0,0,0,0,0,0,1.0361730899256254,0.036229749605132734,51-100,14530.599999999984,3099.6000000000004,False,True,False
871,L48050,L,295.8,306.4,1325,56.2,65,0,0,0,0,0,0,10.599999999999966,7.79738219895288,0.04905660373656105,295.8,,306.4,,1325.0,,56.2,,65.0,,0,0,0,0,0,0,0,0,0,0,0,1.035835023664638,0.04241509430761125,51-100,14044.999999999955,3653.0,False,True,False
872,L48051,L,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,10.599999999999966,7.4591413612565445,0.05003734126210803,295.8,,306.4,,1339.0,,53.2,,67.0,,0,0,0,0,0,0,0,0,0,0,0,1.035835023664638,0.039731142614091754,51-100,14193.399999999954,3564.4,False,True,False
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,10.599999999999966,7.22717277486911,0.051685393219711315,295.8,,306.4,,1335.0,,51.7,,69.0,,0,0,0,0,0,0,0,0,0,0,0,1.035835023664638,0.03872659173129094,51-100,14150.999999999955,3567.3,False,False,True
874,L48053,L,295.9,306.4,1892,21.7,72,0,0,0,0,0,0,10.5,4.299099476439791,0.03805496826741281,295.9,,306.4,,1892.0,,21.7,,72.0,,0,0,0,0,0,0,0,0,0,0,0,1.0354849611355188,0.01146934460281747,51-100,19866.0,1562.3999999999999,False,True,False
875,L48054,L,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,10.5,4.700261780104712,0.04698412695429579,295.9,,306.4,,1575.0,,28.5,,74.0,,0,0,0,0,0,0,0,0,0,0,0,1.0354849611355188,0.018095238083749052,51-100,16537.5,2109.0,False,True,False
876,M15735,M,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,10.5,6.87979057591623,0.052631578910919956,295.8,,306.3,,1444.0,,45.5,,76.0,,0,0,0,0,0,0,0,0,0,0,0,1.0354969574036512,0.0315096952690376,51-100,15162.0,3458.0,False,False,True
877,L48056,L,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,10.600000000000023,4.491727748691099,0.04125326368602963,295.7,,306.3,,1915.0,,22.4,,79.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358471423740279,0.011697127931228653,51-100,20299.000000000044,1769.6,False,True,False
878,M15737,M,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,10.599999999999966,5.573026178010472,0.051136363604080574,295.6,,306.2,,1584.0,,33.6,,81.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358592692828146,0.02121212119872972,51-100,16790.399999999947,2721.6,False,False,True
879,M15738,M,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,10.600000000000023,6.157748691099476,0.0498516320178922,295.7,,306.3,,1685.0,,34.9,,84.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358471423740279,0.020712166159814735,51-100,17861.00000000004,2931.6,False,False,True
880,L48059,L,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,10.5,7.644,0.06507105455118095,295.8,,306.3,,1337.0,,54.6,,87.0,,0,0,0,0,0,0,0,0,0,0,0,1.0354969574036512,0.04083769630453426,51-100,14038.5,4750.2,False,True,False
881,M15740,M,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,10.5,9.85413612565445,0.07206477726958317,295.8,,306.3,,1235.0,,76.2,,89.0,,0,0,0,0,0,0,0,0,0,0,0,1.0354969574036512,0.06170040480833975,51-100,12967.5,6781.8,False,False,True
882,L48061,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,10.5,7.082387434554974,0.06284153001172026,295.7,,306.2,,1464.0,,46.2,,92.0,,0,0,0,0,0,0,0,0,0,0,1,1.0355089617855935,0.03155737702762474,51-100,15372.0,4250.400000000001,False,True,False
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,10.5,4.7162408376963345,0.054054054022970636,295.7,,306.2,,1739.0,,25.9,,94.0,,0,0,0,0,0,0,0,0,0,0,0,1.0355089617855935,0.014893617012712123,51-100,18259.5,2434.6,False,False,True
884,L48063,L,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,10.600000000000023,5.351518324607329,0.06510067109724786,295.7,,306.3,,1490.0,,34.3,,97.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358471423740279,0.02302013421273816,51-100,15794.000000000035,3327.1,False,True,False
885,L48064,L,295.8,306.4,1356,48.0,99,0,0,0,0,0,0,10.599999999999966,6.815497382198953,0.07300884950368078,295.8,,306.4,,1356.0,,48.0,,99.0,,0,0,0,0,0,0,0,0,0,0,0,1.035835023664638,0.035398230062390686,51-100,14373.599999999953,4752.0,False,True,False
886,L48065,L,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,10.5,7.606701570680628,0.07229778090744611,295.7,,306.2,,1397.0,,52.0,,101.0,,0,0,0,0,0,0,0,0,0,0,0,1.0355089617855935,0.03722261987314057,101-150,14668.5,5252.0,False,True,False
887,L48066,L,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,10.5,6.198408376963351,0.07064471874441376,295.7,,306.2,,1458.0,,40.6,,103.0,,0,0,0,0,0,0,0,0,0,0,0,1.0355089617855935,0.027846364864302902,101-150,15309.0,4181.8,False,True,False
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,10.5,3.7336649214659685,0.048588616358820634,295.7,,306.2,,2161.0,,16.5,,105.0,,0,0,0,0,0,0,0,0,0,0,0,1.0355089617855935,0.007635353999243242,101-150,22690.5,1732.5,True,False,False
889,M15748,M,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,10.5,4.8579162303664924,0.06662628705837292,295.6,,306.1,,1651.0,,28.1,,110.0,,0,0,0,0,0,0,0,0,0,0,0,1.0355209742895806,0.017019987875820722,101-150,17335.5,3091.0,False,False,True
890,L48069,L,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,10.5,6.719560209424084,0.0813534916620925,295.6,,306.1,,1389.0,,46.2,,113.0,,0,0,0,0,0,0,0,0,0,0,0,1.0355209742895806,0.033261339068926324,101-150,14584.5,5220.6,False,True,False
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,10.399999999999977,7.517068062827225,0.0839416057781448,295.6,,306.0,,1370.0,,52.4,,115.0,,0,0,0,0,0,0,0,0,0,0,0,1.0351826792963463,0.03824817515456337,101-150,14247.999999999969,6026.0,False,True,False
892,L48071,L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,10.400000000000034,7.062115183246073,0.08309659085007344,295.7,,306.1,,1408.0,,47.9,,117.0,,0,0,0,0,0,0,0,0,0,0,0,1.0351707811971593,0.03401988633947451,101-150,14643.200000000048,5604.3,False,True,False
893,L48072,L,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,10.400000000000034,7.650178010471204,0.0886075948707315,295.7,,306.1,,1343.0,,54.4,,119.0,,0,0,0,0,0,0,0,0,0,0,0,1.0351707811971593,0.04050632908376297,101-150,13967.200000000046,6473.599999999999,False,True,False
894,M15753,M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,10.5,6.3327225130890055,0.08503162327123567,295.7,,306.2,,1423.0,,42.5,,121.0,,0,0,0,0,0,0,0,0,0,0,0,1.0355089617855935,0.02986647924816129,101-150,14941.5,5142.5,False,False,True
895,L48074,L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,10.599999999999966,7.256921465968587,0.0869565216781511,295.6,,306.2,,1426.0,,48.6,,124.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358592692828146,0.03408134639966245,101-150,15115.599999999951,6026.400000000001,False,True,False
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,10.599999999999966,7.753507853403141,0.08780487798759241,295.6,,306.2,,1435.0,,51.6,,126.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358592692828146,0.03595818812825213,101-150,15210.99999999995,6501.6,False,False,True
897,L48076,L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,10.600000000000023,5.781392670157068,0.08200890013858302,295.5,,306.1,,1573.0,,35.1,,129.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358714043993233,0.022314049572591196,101-150,16673.800000000036,4527.900000000001,False,True,False
898,L48077,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,10.599999999999966,5.266429319371728,0.08126550863445067,295.6,,306.2,,1612.0,,31.2,,131.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358592692828146,0.019354838697670695,101-150,17087.199999999946,4087.2,False,True,False
899,L48078,L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,10.599999999999966,7.555539267015706,0.09197786992256025,295.6,,306.2,,1446.0,,49.9,,133.0,,0,0,0,0,0,0,0,0,0,0,0,1.0358592692828146,0.034508990294253805,101-150,15327.599999999951,6636.7,False,True,False
