udi,split
2906,test
2907,train
2908,train
2909,validation
2910,train
2911,train
2912,test
2913,test
2914,train
2915,train
2916,validation
2917,validation
2918,test
2919,train
2920,train
2921,validation
2922,train
2923,test
2924,train
2925,train
2926,train
2927,train
2928,train
2929,validation
2930,train
2931,train
2932,train
2933,train
2934,train
2935,validation
2936,train
2937,test
2938,train
2939,train
2940,test
2941,validation
2942,test
2943,validation
2944,test
2945,train
2946,test
2947,test
2948,train
2949,train
2950,test
2951,train
2952,train
2953,test
2954,train
2955,train
2956,train
2957,train
2958,validation
2959,train
2960,train
2961,train
2962,train
2963,validation
2964,test
2965,train
2966,test
2967,train
2968,train
2969,train
2970,validation
2971,test
2972,train
2973,test
2974,train
2975,validation
2976,validation
2977,train
2978,train
2979,train
2980,train
2981,train
2982,validation
2983,validation
2984,train
2985,train
2986,test
2987,train
2988,train
2989,test
2990,train
2991,train
2992,train
2993,train
2994,validation
2995,test
2996,train
2997,train
2998,test
2999,validation
3000,train
3001,train
3002,train
3003,train
3004,validation
3005,train
3006,validation
3007,test
3008,train
3009,train
3010,train
3011,train
3012,train
3013,train
3014,test
3015,train
3016,train
3017,validation
3018,train
3019,train
3020,train
3021,train
3022,train
3023,test
3024,train
3025,train
3026,train
3027,test
3028,validation
3029,train
3030,train
3031,validation
3032,validation
3033,test
3034,train
3035,test
3036,train
3037,validation
3038,test
3039,validation
3040,train
3041,train
3042,train
3043,train
3044,test
3045,train
3046,test
3047,train
3048,test
3049,train
3050,train
3051,train
3052,test
3053,test
3054,train
3055,train
3056,test
3057,train
3058,validation
3059,train
3060,test
3061,train
3062,train
3063,validation
3064,train
3065,train
3066,test
3067,validation
3068,validation
3069,train
3070,train
3071,train
3072,train
3073,train
3074,train
3075,train
3076,train
3077,train
3078,train
3079,train
3080,train
3081,test
3082,test
3083,train
3084,train
3085,train
3086,test
3087,train
3088,train
3089,train
3090,train
3091,train
3092,test
3093,train
3094,train
3095,train
3096,validation
3097,test
3098,validation
3099,test
3100,train
3101,train
3102,train
3103,train
3104,train
3105,test
3106,train
3107,test
3108,train
3109,validation
3110,train
3111,train
3112,train
3113,train
3114,train
3115,train
3116,validation
3117,train
3118,test
3119,test
3120,validation
3121,train
3122,train
3123,train
3124,train
3125,validation
3126,train
3127,validation
3128,test
3129,test
3130,train
3131,test
3132,train
3133,test
3134,validation
3135,validation
3136,train
3137,train
3138,train
3139,train
3140,train
3141,train
3142,train
3143,train
3144,validation
3145,test
3146,train
3147,train
3148,train
3149,train
3150,test
3151,test
3152,train
3153,train
3154,train
3155,train
3156,train
3157,train
3158,train
3159,test
3160,validation
3161,train
3162,train
3163,train
3164,test
3165,validation
3166,train
3167,train
3168,train
3169,validation
3170,train
3171,test
3172,validation
3173,train
3174,train
3175,train
3176,train
3177,test
3178,train
3179,train
3180,train
3181,train
3182,test
3183,train
3184,train
3185,train
3186,test
3187,train
3188,train
3189,train
3190,train
3191,train
3192,validation
3193,validation
3194,train
3195,test
3196,train
3197,train
3198,train
3199,train
3200,train
3201,train
3202,test
3203,train
3204,train
3205,train
3206,train
3207,validation
3208,validation
3209,train
3210,train
3211,validation
3212,train
3213,validation
3214,validation
3215,train
3216,train
3217,validation
3218,train
3219,test
3220,train
3221,train
3222,test
3223,train
3224,train
3225,test
3226,validation
3227,train
3228,train
3229,train
3230,test
3231,train
3232,train
3233,test
3234,validation
3235,test
3236,train
3237,train
3238,train
3239,train
3240,train
3241,train
3242,train
3243,train
3244,train
3245,train
3246,train
3247,train
3248,train
3249,test
3250,train
3251,train
3252,test
3253,test
3254,train
3255,train
3256,test
3257,test
3258,test
3259,train
3260,train
3261,train
3262,train
3263,validation
3264,validation
3265,test
3266,train
3267,train
3268,test
3269,train
3270,train
3271,train
3272,test
3273,train
3274,validation
3275,train
3276,train
3277,train
3278,validation
3279,train
3280,train
3281,train
3282,train
3283,train
3284,validation
3285,train
3286,validation
3287,train
3288,train
3289,validation
3290,train
3291,train
3292,train
3293,train
3294,train
3295,train
3296,test
3297,train
3298,train
3299,train
3300,validation
3301,validation
3302,validation
3303,test
3304,test
3305,train
3306,train
3307,train
3308,test
3309,validation
3310,test
3311,validation
3312,test
3313,train
3314,train
3315,train
3316,train
3317,train
3318,train
3319,test
3320,train
3321,test
3322,test
3323,train
3324,train
3325,train
3326,train
3327,validation
3328,train
3329,test
3330,train
3331,train
3332,train
3333,train
3334,train
3335,train
3336,train
3337,validation
3338,train
3339,train
3340,train
3341,train
3342,validation
3343,train
3344,train
3345,validation
3346,test
3347,test
3348,validation
3349,train
3350,train
3351,train
3352,validation
3353,train
3354,validation
3355,validation
3356,train
3357,train
3358,train
3359,train
3360,validation
3361,train
3362,validation
3363,train
3364,train
3365,train
3366,train
3367,validation
3368,validation
3369,validation
3370,train
3371,train
3372,validation
3373,train
3374,test
3375,train
3376,train
3377,test
3378,validation
3379,train
3380,train
3381,train
3382,validation
3383,test
3384,train
3385,train
3386,train
3387,test
3388,train
3389,train
3390,validation
3391,validation
3392,train
3393,test
3394,train
3395,validation
3396,train
3397,train
3398,train
3399,train
3400,validation
3401,validation
3402,train
3403,train
3404,train
3405,validation
3406,train
3407,test
3408,validation
3409,train
3410,test
3411,validation
3412,train
3413,test
3414,train
3415,validation
3416,train
3417,train
3418,test
3419,train
3420,validation
3421,test
3422,train
3423,train
3424,train
3425,test
3426,test
3427,train
3428,test
3429,validation
3430,train
3431,train
3432,train
3433,train
3434,train
3435,train
3436,train
3437,test
3438,train
3439,test
3440,train
3441,validation
3442,train
3443,train
3444,train
3445,train
3446,validation
3447,test
3448,validation
3449,train
3450,train
3451,test
3452,test
3453,train
3454,test
3455,train
3456,test
3457,test
3458,train
3459,train
3460,test
3461,validation
3462,validation
3463,train
3464,test
3465,train
3466,train
3467,train
3468,train
3469,test
3470,validation
3471,train
3472,train
3473,test
3474,train
3475,test
3476,train
3477,train
3478,test
3479,train
3480,train
3481,train
3482,train
3483,train
3484,train
3485,train
3486,train
3487,train
3488,validation
3489,train
3490,train
3491,train
3492,train
3493,validation
3494,train
3495,validation
3496,validation
3497,train
3498,train
3499,validation
3500,test
3501,test
3502,train
3503,test
3504,test
3505,train
3506,validation
3507,train
3508,train
3509,validation
3510,validation
3511,test
3512,train
3513,train
3514,test
3515,train
3516,test
3517,train
3518,train
3519,train
3520,test
3521,train
3522,train
3523,train
3524,test
3525,train
3526,train
3527,train
3528,test
3529,train
3530,train
3531,train
3532,test
3533,train
3534,train
3535,train
3536,train
3537,test
3538,test
3539,test
3540,validation
3541,train
3542,train
3543,train
3544,train
3545,validation
3546,train
3547,train
3548,test
3549,train
3550,train
3551,train
3552,test
3553,train
3554,train
3555,train
3556,train
3557,train
3558,test
3559,train
3560,train
3561,train
3562,test
3563,train
3564,train
3565,train
3566,validation
3567,train
3568,train
3569,train
3570,train
3571,test
3572,test
3573,train
3574,train
3575,train
3576,test
3577,train
3578,train
3579,train
3580,train
3581,validation
3582,train
3583,test
3584,train
3585,train
3586,train
3587,train
3588,train
3589,train
3590,train
3591,train
3592,train
3593,test
3594,test
3595,train
3596,train
3597,test
3598,test
3599,validation
3600,train
3601,train
3602,train
3603,validation
3604,test
3605,train
3606,train
3607,train
3608,train
3609,train
3610,train
3611,train
3612,train
3613,train
3614,train
3615,train
3616,train
3617,train
3618,test
3619,test
3620,train
3621,train
3622,train
3623,train
3624,train
3625,train
3626,train
3627,validation
3628,train
3629,train
3630,train
3631,validation
3632,train
3633,train
3634,train
3635,train
3636,train
3637,test
3638,train
3639,train
3640,train
3641,test
3642,train
3643,validation
3644,test
3645,validation
3646,validation
3647,train
3648,train
3649,test
3650,train
3651,train
3652,test
3653,train
3654,train
3655,train
3656,test
3657,train
3658,train
3659,train
3660,test
3661,train
3662,train
3663,train
3664,train
3665,train
3666,validation
3667,test
3668,train
3669,test
3670,validation
3671,validation
3672,test
3673,train
3674,train
3675,validation
3676,train
3677,train
3678,validation
3679,test
3680,train
3681,train
3682,test
3683,test
3684,test
3685,train
3686,train
3687,test
3688,validation
3689,test
3690,train
3691,train
3692,train
3693,validation
3694,validation
3695,train
3696,test
3697,train
3698,train
3699,train
3700,test
3701,train
3702,train
3703,train
3704,train
3705,train
3706,train
3707,train
3708,train
3709,validation
3710,train
3711,train
3712,train
3713,test
3714,train
3715,train
3716,train
3717,test
3718,train
3719,test
3720,train
3721,train
3722,validation
3723,test
3724,train
3725,test
3726,test
3727,train
3728,test
3729,validation
3730,test
3731,train
3732,train
3733,train
3734,test
3735,validation
3736,validation
3737,train
3738,train
3739,train
3740,train
3741,validation
3742,train
3743,train
3744,test
3745,train
3746,train
3747,train
3748,train
3749,train
3750,train
3751,train
3752,train
3753,train
3754,train
3755,test
3756,validation
3757,train
3758,validation
3759,train
3760,train
3761,train
3762,train
3763,test
3764,test
3765,validation
3766,test
3767,test
3768,train
3769,validation
3770,train
3771,train
3772,test
3773,train
3774,train
3775,train
3776,train
3777,train
3778,test
3779,train
3780,train
3781,validation
3782,train
3783,train
3784,train
3785,train
3786,test
3787,test
3788,validation
3789,validation
3790,train
3791,train
3792,validation
3793,test
3794,train
3795,test
3796,validation
3797,train
3798,train
3799,train
3800,train
3801,train
3802,test
3803,train
3804,train
3805,test
3806,train
3807,test
3808,test
3809,train
3810,train
3811,train
3812,validation
3813,test
3814,train
3815,test
3816,train
3817,train
3818,train
3819,train
3820,train
3821,test
3822,train
3823,validation
3824,train
3825,train
3826,train
3827,train
3828,train
3829,train
3830,train
3831,test
3832,train
3833,validation
3834,test
3835,train
3836,train
3837,test
3838,train
3839,validation
3840,test
3841,train
3842,train
3843,validation
3844,test
3845,train
3846,validation
3847,train
3848,train
3849,train
3850,train
3851,train
3852,test
3853,train
3854,train
3855,train
3856,train
3857,test
3858,train
3859,test
3860,test
3861,validation
3862,train
3863,test
3864,train
3865,train
3866,train
3867,test
3868,train
3869,train
3870,train
3871,train
3872,train
3873,train
3874,test
3875,train
3876,train
3877,test
3878,train
3879,validation
3880,train
3881,train
3882,train
3883,train
3884,train
3885,train
3886,validation
3887,test
3888,validation
3889,train
3890,train
3891,train
3892,train
3893,train
3894,validation
3895,train
3896,test
3897,train
3898,train
3899,train
3900,train
3901,train
3902,validation
3903,test
3904,train
3905,train
3906,train
3907,train
3908,validation
3909,test
3910,test
3911,test
3912,train
3913,test
3914,train
3915,validation
3916,validation
3917,test
3918,train
3919,train
3920,train
3921,validation
3922,train
3923,train
3924,train
3925,train
3926,train
3927,test
3928,train
3929,train
3930,train
3931,train
3932,validation
3933,train
3934,train
3935,validation
3936,test
3937,train
3938,train
3939,train
3940,train
3941,test
3942,train
3943,train
3944,train
3945,test
3946,train
3947,test
3948,validation
3949,train
3950,test
3951,validation
3952,test
3953,train
3954,train
3955,train
3956,test
3957,validation
3958,validation
3959,validation
3960,train
3961,train
3962,train
3963,validation
3964,validation
3965,test
3966,validation
3967,test
3968,train
3969,train
3970,test
3971,validation
3972,train
3973,train
3974,validation
3975,test
3976,train
3977,train
3978,test
3979,train
3980,train
3981,train
3982,train
3983,train
3984,train
3985,train
3986,train
3987,train
3988,validation
3989,train
3990,test
3991,train
3992,test
3993,train
3994,train
3995,validation
3996,train
3997,train
3998,validation
3999,train
4000,train
4001,train
4002,test
4003,validation
4004,train
4005,train
4006,train
4007,train
4008,train
4009,train
4010,train
4011,train
4012,validation
4013,validation
4014,test
4015,train
4016,test
4017,train
4018,validation
4019,train
4020,train
4021,train
4022,train
4023,train
4024,train
4025,train
4026,train
4027,test
4028,validation
4029,test
4030,train
4031,train
4032,test
4033,train
4034,validation
4035,test
4036,test
4037,train
4038,train
4039,train
4040,train
4041,train
4042,train
4043,train
4044,validation
4045,train
4046,train
4047,train
4048,train
4049,train
4050,train
4051,test
4052,train
4053,train
4054,validation
4055,train
4056,train
4057,train
4058,train
4059,train
4060,test
4061,test
4062,train
4063,train
4064,validation
4065,test
4066,train
4067,train
4068,train
4069,train
4070,validation
4071,validation
4072,train
4073,train
4074,validation
4075,train
4076,train
4077,train
4078,train
4079,test
4080,train
4081,test
4082,test
4083,train
4084,test
4085,train
4086,test
4087,train
4088,train
4089,train
4090,train
4091,train
4092,validation
4093,validation
4094,train
4095,train
4096,validation
4097,train
4098,train
4099,train
4100,test
4101,test
4102,train
4103,train
4104,train
4105,train
4106,train
4107,test
4108,train
4109,train
4110,train
4111,train
4112,test
4113,train
4114,test
4115,train
4116,train
4117,train
4118,validation
4119,train
4120,train
4121,test
4122,validation
4123,test
4124,train
4125,train
4126,validation
4127,test
4128,train
4129,train
4130,train
4131,test
4132,train
4133,test
4134,validation
4135,test
4136,validation
4137,test
4138,train
4139,train
4140,train
4141,train
4142,test
4143,train
4144,test
4145,train
4146,train
4147,train
4148,train
4149,train
4150,train
4151,train
4152,train
4153,train
4154,train
4155,train
4156,train
4157,test
4158,train
4159,train
4160,train
4161,test
4162,train
4163,train
4164,train
4165,validation
4166,train
4167,validation
4168,validation
4169,train
4170,train
4171,test
4172,validation
4173,train
4174,train
4175,train
4176,validation
4177,test
4178,train
4179,train
4180,test
4181,validation
4182,train
4183,train
4184,train
4185,train
4186,train
4187,train
4188,train
4189,validation
4190,train
4191,train
4192,validation
4193,test
4194,train
4195,validation
4196,train
4197,test
4198,train
4199,train
4200,train
4201,train
4202,test
4203,validation
4204,validation
4205,train
4206,train
4207,train
4208,train
4209,train
4210,validation
4211,train
4212,train
4213,test
4214,train
4215,train
4216,train
4217,train
4218,train
4219,train
4220,train
4221,train
4222,train
4223,test
4224,test
4225,train
4226,train
4227,validation
4228,validation
4229,train
4230,train
4231,train
4232,test
4233,train
4234,validation
4235,validation
4236,train
4237,train
4238,train
4239,train
4240,train
4241,validation
4242,test
4243,train
4244,test
4245,train
4246,train
4247,train
4248,train
4249,train
4250,validation
4251,test
4252,train
4253,train
4254,train
4255,train
4256,test
4257,validation
4258,train
4259,test
4260,train
4261,train
4262,train
4263,train
4264,train
4265,test
4266,validation
4267,train
4268,validation
4269,train
4270,validation
4271,test
4272,test
4273,validation
4274,train
4275,test
4276,train
4277,train
4278,train
4279,train
4280,validation
4281,train
4282,validation
4283,train
4284,test
4285,validation
4286,train
4287,validation
4288,test
4289,test
4290,validation
4291,validation
4292,test
4293,train
4294,train
4295,train
4296,train
4297,test
4298,test
4299,train
4300,train
4301,train
4302,train
4303,train
4304,train
4305,train
4306,test
4307,train
4308,test
4309,validation
4310,train
4311,train
4312,train
4313,test
4314,train
4315,train
4316,test
4317,train
4318,train
4319,train
4320,test
4321,train
4322,validation
4323,train
4324,train
4325,test
4326,train
4327,train
4328,test
4329,train
4330,test
4331,test
4332,validation
4333,test
4334,validation
4335,train
4336,train
4337,train
4338,test
4339,train
4340,test
4341,train
4342,train
4343,test
4344,validation
4345,validation
4346,train
4347,train
4348,train
4349,train
4350,test
4351,train
4352,test
4353,train
4354,validation
4355,train
4356,train
4357,train
4358,test
4359,train
4360,train
4361,test
4362,train
4363,train
4364,test
4365,train
4366,train
4367,train
4368,test
4369,train
4370,validation
4371,train
4372,train
4373,train
4374,validation
4375,test
4376,train
4377,validation
4378,train
4379,train
4380,test
4381,train
4382,test
4383,train
4384,train
4385,test
4386,train
4387,train
4388,train
4389,train
4390,train
4391,train
4392,train
4393,test
4394,train
4395,test
4396,train
4397,train
4398,train
4399,validation
4400,train
4401,train
4402,train
4403,train
4404,test
4405,test
4406,train
4407,train
4408,train
4409,train
4410,train
4411,train
4412,validation
4413,validation
4414,test
4415,train
4416,train
4417,train
4418,train
4419,train
4420,train
4421,train
4422,train
4423,validation
4424,validation
4425,train
4426,train
4427,train
4428,test
4429,train
4430,test
4431,train
4432,test
4433,train
4434,train
4435,train
4436,validation
4437,validation
4438,test
4439,train
4440,validation
4441,train
4442,train
4443,train
4444,train
4445,train
4446,train
4447,train
4448,train
4449,train
4450,test
4451,test
4452,train
4453,train
4454,test
4455,test
4456,train
4457,train
4458,validation
4459,test
4460,train
4461,train
4462,test
4463,validation
4464,train
4465,train
4466,train
4467,test
4468,validation
4469,train
4470,train
4471,validation
4472,test
4473,train
4474,train
4475,test
4476,train
4477,train
4478,train
4479,train
4480,validation
4481,train
4482,train
4483,validation
4484,validation
4485,validation
4486,train
4487,train
4488,test
4489,test
4490,train
4491,train
4492,train
4493,validation
4494,train
4495,validation
4496,test
4497,train
4498,train
4499,train
4500,train
4501,validation
4502,validation
4503,test
4504,validation
4505,train
4506,train
4507,train
4508,train
4509,test
4510,validation
4511,train
4512,train
4513,train
4514,train
4515,train
4516,train
4517,train
4518,validation
4519,train
4520,validation
4521,validation
4522,train
4523,train
4524,validation
4525,train
4526,test
4527,train
4528,train
4529,train
4530,train
4531,train
4532,train
4533,train
4534,train
4535,validation
4536,train
4537,train
4538,train
4539,test
4540,train
4541,train
4542,validation
4543,test
4544,test
4545,test
4546,train
4547,test
4548,train
4549,validation
4550,train
4551,validation
4552,train
4553,train
4554,train
4555,train
4556,train
4557,train
4558,train
4559,train
4560,train
4561,train
4562,validation
4563,train
4564,train
4565,train
4566,test
4567,test
4568,train
4569,train
4570,train
4571,train
4572,train
4573,train
4574,validation
4575,validation
4576,test
4577,test
4578,test
4579,validation
4580,train
4581,train
4582,train
4583,validation
4584,train
4585,test
4586,train
4587,train
4588,test
4589,test
4590,train
4591,train
4592,test
4593,train
4594,train
4595,validation
4596,train
4597,train
4598,train
4599,train
4600,train
4601,test
4602,test
4603,train
4604,train
4605,test
4606,train
4607,validation
4608,validation
4609,train
4610,train
4611,test
4612,train
4613,train
4614,train
4615,test
4616,train
4617,validation
4618,test
4619,test
4620,test
4621,train
4622,train
4623,validation
4624,train
4625,train
4626,test
4627,test
4628,test
4629,test
4630,train
4631,test
4632,train
4633,test
4634,train
4635,train
4636,train
4637,test
4638,train
4639,validation
4640,train
4641,train
4642,test
4643,train
4644,train
4645,train
4646,train
4647,train
4648,train
4649,train
4650,train
4651,test
4652,train
4653,test
4654,train
4655,train
4656,train
4657,validation
4658,train
4659,train
4660,train
4661,train
4662,test
4663,train
4664,train
4665,train
4666,train
4667,train
4668,test
4669,train
4670,train
4671,train
4672,test
4673,validation
4674,test
4675,train
4676,train
4677,test
4678,validation
4679,train
4680,test
4681,train
4682,validation
4683,validation
4684,train
4685,train
4686,validation
4687,train
4688,validation
4689,train
4690,train
4691,train
4692,train
4693,test
4694,train
4695,validation
4696,test
4697,test
4698,test
4699,test
4700,test
4701,test
4702,test
4703,train
4704,train
4705,test
4706,validation
4707,validation
4708,train
4709,train
4710,validation
4711,validation
4712,train
4713,validation
4714,train
4715,train
4716,train
4717,train
4718,train
4719,validation
4720,train
4721,test
4722,train
4723,train
4724,validation
4725,train
4726,train
4727,train
4728,test
4729,train
4730,train
4731,train
4732,train
4733,validation
4734,train
4735,validation
4736,test
4737,validation
4738,train
4739,train
4740,train
4741,train
4742,train
4743,train
4744,test
4745,train
4746,train
4747,train
4748,train
4749,train
4750,validation
4751,train
4752,validation
4753,train
4754,train
4755,test
4756,test
4757,train
4758,validation
4759,test
4760,train
4761,test
4762,train
4763,train
4764,train
4765,train
4766,test
4767,test
4768,train
4769,train
4770,train
4771,train
4772,train
4773,train
4774,train
4775,train
4776,test
4777,validation
4778,train
4779,test
4780,train
4781,train
4782,train
4783,train
4784,train
4785,validation
4786,train
4787,test
4788,test
4789,validation
4790,validation
4791,test
4792,validation
4793,train
4794,train
4795,test
4796,train
4797,train
4798,train
4799,train
4800,train
4801,train
4802,validation
4803,train
4804,train
4805,train
4806,train
4807,test
4808,train
4809,train
4810,train
4811,test
4812,train
4813,validation
4814,train
4815,train
4816,train
4817,validation
4818,validation
4819,train
4820,train
4821,train
4822,validation
4823,test
4824,train
4825,train
4826,train
4827,train
4828,train
4829,train
4830,train
4831,validation
4832,train
4833,train
4834,train
4835,train
4836,train
4837,train
4838,test
4839,test
4840,validation
4841,train
4842,validation
4843,train
4844,train
4845,train
4846,train
4847,train
4848,train
4849,train
4850,test
4851,train
4852,test
4853,train
4854,train
4855,train
4856,train
4857,validation
4858,train
4859,train
4860,train
4861,train
4862,test
4863,train
4864,train
4865,train
4866,test
4867,test
4868,train
4869,train
4870,train
4871,train
4872,test
4873,train
4874,test
4875,train
4876,train
4877,train
4878,test
4879,train
4880,train
4881,train
4882,train
4883,validation
4884,validation
4885,train
4886,train
4887,validation
4888,test
4889,validation
4890,validation
4891,train
4892,test
4893,validation
4894,train
4895,train
4896,validation
4897,train
4898,train
4899,train
4900,test
4901,train
4902,validation
4903,test
4904,train
4905,test
4906,train
4907,train
4908,train
4909,train
4910,train
4911,train
4912,train
4913,test
4914,train
4915,validation
4916,train
4917,train
4918,train
4919,train
4920,train
4921,train
4922,train
4923,train
4924,train
4925,train
4926,train
4927,validation
4928,validation
4929,train
4930,train
4931,train
4932,validation
4933,train
4934,test
4935,train
4936,train
4937,train
4938,train
4939,validation
4940,train
4941,train
4942,validation
4943,train
4944,train
4945,train
4946,validation
4947,train
4948,train
4949,train
4950,train
4951,test
4952,train
4953,train
4954,train
4955,train
4956,train
4957,train
4958,train
4959,train
4960,train
4961,test
4962,validation
4963,train
4964,test
4965,validation
4966,train
4967,test
4968,test
4969,test
4970,train
4971,train
4972,train
4973,validation
4974,train
4975,train
4976,train
4977,train
4978,train
4979,train
4980,train
4981,test
4982,validation
4983,validation
4984,validation
4985,train
4986,test
4987,train
4988,validation
4989,train
4990,train
4991,validation
4992,test
4993,train
4994,validation
4995,test
4996,train
4997,train
4998,train
4999,train
5000,train
5001,train
5002,train
5003,train
5004,validation
5005,train
5006,train
5007,train
5008,train
5009,train
5010,train
5011,train
5012,train
5013,test
5014,train
5015,train
5016,test
5017,train
5018,train
5019,test
5020,test
5021,validation
5022,train
5023,train
5024,test
5025,train
5026,test
5027,train
5028,train
5029,validation
5030,train
5031,test
5032,train
5033,validation
5034,train
5035,test
5036,train
5037,train
5038,train
5039,train
5040,test
5041,test
5042,test
5043,train
5044,train
5045,test
5046,train
5047,test
5048,train
5049,train
5050,train
5051,train
5052,validation
5053,train
5054,train
5055,train
5056,train
5057,test
5058,validation
5059,train
5060,train
5061,train
5062,train
5063,train
5064,train
5065,train
5066,train
5067,train
5068,train
5069,test
5070,train
5071,train
5072,train
5073,test
5074,train
5075,train
5076,validation
5077,train
5078,validation
5079,test
5080,train
5081,train
5082,train
5083,train
5084,test
5085,train
5086,validation
5087,test
5088,test
5089,train
5090,train
5091,test
5092,test
5093,train
5094,validation
5095,train
5096,test
5097,test
5098,train
5099,train
5100,train
5101,train
5102,validation
5103,train
5104,train
5105,train
5106,validation
5107,test
5108,train
5109,train
5110,validation
5111,test
5112,train
5113,train
5114,test
5115,train
5116,train
5117,train
5118,train
5119,validation
5120,test
5121,train
5122,test
5123,train
5124,validation
5125,test
5126,train
5127,test
5128,validation
5129,train
5130,test
5131,test
5132,validation
5133,train
5134,train
5135,validation
5136,train
5137,validation
5138,train
5139,train
5140,train
5141,train
5142,train
5143,test
5144,train
5145,train
5146,train
5147,train
5148,test
5149,test
5150,test
5151,train
5152,train
5153,train
5154,train
5155,train
5156,train
5157,train
5158,train
5159,train
5160,train
5161,train
5162,train
5163,validation
5164,train
5165,test
5166,validation
5167,validation
5168,train
5169,train
5170,test
5171,train
5172,test
5173,validation
5174,train
5175,train
5176,train
5177,train
5178,validation
5179,train
5180,train
5181,train
5182,train
5183,test
5184,train
5185,test
5186,validation
5187,train
5188,train
5189,train
5190,train
5191,train
5192,validation
5193,train
5194,train
5195,train
5196,test
5197,train
5198,train
5199,train
5200,train
5201,train
5202,validation
5203,test
5204,validation
5205,train
5206,validation
5207,test
5208,test
5209,train
5210,test
5211,train
5212,test
5213,train
5214,train
5215,test
5216,train
5217,train
5218,train
5219,test
5220,train
5221,train
5222,train
5223,validation
5224,train
5225,validation
5226,test
5227,train
5228,train
5229,validation
5230,train
5231,train
5232,validation
5233,train
5234,validation
5235,validation
5236,train
5237,train
5238,train
5239,train
5240,train
5241,train
5242,train
5243,train
5244,train
5245,test
5246,train
5247,train
5248,train
5249,train
5250,train
5251,train
5252,train
5253,train
5254,train
5255,train
5256,test
5257,validation
5258,train
5259,train
5260,validation
5261,train
5262,train
5263,train
5264,train
5265,train
5266,train
5267,train
5268,validation
5269,test
5270,train
5271,test
5272,validation
5273,train
5274,train
5275,validation
5276,train
5277,train
5278,train
5279,validation
5280,validation
5281,train
5282,train
5283,test
5284,train
5285,train
5286,train
5287,test
5288,train
5289,train
5290,train
5291,test
5292,test
5293,train
5294,train
5295,validation
5296,test
5297,train
5298,train
5299,train
5300,validation
5301,train
5302,validation
5303,test
5304,train
5305,validation
5306,test
5307,train
5308,test
5309,train
5310,train
5311,train
5312,train
5313,train
5314,test
5315,train
5316,validation
5317,train
5318,train
5319,train
5320,train
5321,train
5322,train
5323,train
5324,test
5325,test
5326,test
5327,train
5328,train
5329,test
5330,train
5331,train
5332,train
5333,train
5334,train
5335,train
5336,train
5337,train
5338,validation
5339,train
5340,train
5341,train
5342,train
5343,train
5344,train
5345,train
5346,test
5347,test
5348,train
5349,train
5350,train
5351,test
5352,validation
5353,train
5354,train
5355,train
5356,validation
5357,test
5358,test
5359,train
5360,train
5361,validation
5362,train
5363,train
5364,test
5365,validation
5366,test
5367,validation
5368,test
5369,train
5370,train
5371,train
5372,validation
5373,train
5374,train
5375,train
5376,test
5377,validation
5378,test
5379,validation
5380,train
5381,train
5382,train
5383,train
5384,test
5385,train
5386,train
5387,validation
5388,train
5389,train
5390,train
5391,train
5392,test
5393,validation
5394,train
5395,train
5396,validation
5397,train
5398,train
5399,train
5400,test
5401,train
5402,train
5403,train
5404,test
5405,validation
5406,train
5407,test
5408,train
5409,train
5410,train
5411,train
5412,train
5413,train
5414,train
5415,train
5416,train
5417,train
5418,test
5419,train
5420,validation
5421,train
5422,train
5423,test
5424,test
5425,test
5426,train
5427,train
5428,test
5429,train
5430,train
5431,train
5432,train
5433,validation
5434,test
5435,train
5436,train
5437,test
5438,train
5439,validation
5440,train
5441,train
5442,validation
5443,train
5444,train
5445,train
5446,train
5447,validation
5448,train
5449,test
5450,train
5451,validation
5452,train
5453,test
5454,test
5455,train
5456,train
5457,train
5458,train
5459,train
5460,train
5461,train
5462,train
5463,train
5464,train
5465,train
5466,train
5467,validation
5468,test
5469,train
5470,train
5471,train
5472,validation
5473,train
5474,train
5475,validation
5476,train
5477,validation
5478,test
5479,test
5480,validation
5481,validation
5482,train
5483,test
5484,test
5485,train
5486,test
5487,train
5488,validation
5489,train
5490,test
5491,train
5492,train
5493,train
5494,train
5495,train
5496,train
5497,test
5498,validation
5499,train
5500,test
5501,train
5502,train
5503,validation
5504,test
5505,train
5506,test
5507,train
5508,train
5509,validation
5510,train
5511,train
5512,train
5513,train
5514,validation
5515,train
5516,validation
5517,validation
5518,validation
5519,train
5520,train
5521,train
5522,train
5523,test
5524,test
5525,train
5526,validation
5527,train
5528,test
5529,train
5530,train
5531,train
5532,train
5533,train
5534,train
5535,test
5536,train
5537,train
5538,train
5539,train
5540,test
5541,train
5542,test
5543,train
5544,test
5545,train
5546,train
5547,train
5548,test
5549,train
5550,test
5551,train
5552,train
5553,train
5554,test
5555,train
5556,validation
5557,train
5558,validation
5559,train
5560,test
5561,train
5562,validation
5563,validation
5564,test
5565,train
5566,train
5567,train
5568,test
5569,test
5570,train
5571,train
5572,train
5573,train
5574,train
5575,test
5576,train
5577,validation
5578,validation
5579,train
5580,train
5581,train
5582,train
5583,test
5584,train
5585,train
5586,train
5587,train
5588,validation
5589,train
5590,validation
5591,test
5592,test
5593,train
5594,train
5595,test
5596,train
5597,test
5598,validation
5599,train
5600,train
5601,test
5602,train
5603,train
5604,train
5605,train
5606,train
5607,train
5608,train
5609,train
5610,train
5611,validation
5612,train
5613,validation
5614,train
5615,validation
5616,train
5617,validation
5618,validation
5619,train
